"","player_name","id","season","plays","exp_speed","avg_speed","avg_soe","forty","combine_season","twenty","ten","combine_weight","position","speed_score","speed_perc","speed_rank","adj_forty"
"123","A.J. Bouye",8110,2019,7,2.97506444794791,3.14216509988872,0.16710065194081,4.59,2013,2.7,1.57,186,"CB",0.0246774193548387,55.1,123,4.4954132231405
"124","Harrison Smith",3513,2020,13,2.83673783449026,2.99435273170349,0.157614897213228,4.4954132231405,NA,2.63671171171171,1.58306306306306,NA,NA,NA,54.6,124,4.4954132231405
"125","Harrison Smith",7641,2020,13,2.83673783449026,2.99435273170349,0.157614897213228,4.54,2012,2.66,1.56,213,"S",0.0213145539906103,54.6,125,4.4954132231405
"126","Harrison Smith",82058,2020,13,2.83673783449026,2.99435273170349,0.157614897213228,4.4954132231405,NA,2.63671171171171,1.58306306306306,NA,NA,NA,54.6,126,4.4954132231405
"127","Harrison Smith",103996,2020,13,2.83673783449026,2.99435273170349,0.157614897213228,4.4954132231405,NA,2.63671171171171,1.58306306306306,NA,NA,NA,54.6,127,4.4954132231405
"128","Harrison Smith",150641,2020,13,2.83673783449026,2.99435273170349,0.157614897213228,4.4954132231405,NA,2.63671171171171,1.58306306306306,NA,NA,NA,54.6,128,4.4954132231405
"129","Darian Thompson",10705,2020,4,3.83324885368347,3.99055875950062,0.157309905817146,4.69,2016,2.74,1.66,208,"S",0.0225480769230769,54.6,129,4.4954132231405
"130","Carlton Davis",49335,2019,6,3.00982638200124,3.16671304638036,0.156886664379122,4.53,2018,2.64,1.59,206,"CB",0.0219902912621359,54.6,130,4.4954132231405
"131","Jaylon Johnson",56259,2020,15,3.06552934646606,3.21688419980971,0.151354853343646,4.5,2020,2.63671171171171,1.58306306306306,193,"CB",0.0233160621761658,54.3,131,4.4954132231405
"132","Jaylon Johnson",61299,2020,15,3.06552934646606,3.21688419980971,0.151354853343646,4.4954132231405,NA,2.63671171171171,1.58306306306306,NA,NA,NA,54.3,132,4.4954132231405
"133","Jaylon Johnson",105912,2020,15,3.06552934646606,3.21688419980971,0.151354853343646,4.4954132231405,NA,2.63671171171171,1.58306306306306,NA,NA,NA,54.3,133,4.4954132231405
"134","Jaylon Johnson",129354,2020,15,3.06552934646606,3.21688419980971,0.151354853343646,4.4954132231405,NA,2.63671171171171,1.58306306306306,NA,NA,NA,54.3,134,4.4954132231405
"135","Casey Hayward Jr.",7064,2019,18,3.1959514286783,3.34026905827091,0.144317629592612,4.4954132231405,2012,2.65,1.62,192,"CB",NA,53.9,135,4.4954132231405
"136","Mike Ford",50535,2018,10,2.99074290990829,3.13113122469364,0.140388314785346,4.44,2018,2.64,1.59,196,"CB",0.0226530612244898,53.7,136,4.4954132231405
"137","Emmanuel Moseley",50430,2019,11,3.5095245404677,3.64128109114375,0.131756550676053,4.46,2018,2.67,1.57,190,"CB",0.0234736842105263,53.3,137,4.4954132231405
"138","Darius Slay",7817,2020,6,3.59435784816742,3.71950972962111,0.125151881453691,4.36,2013,2.56,1.54,192,"CB",0.0227083333333333,53,138,4.4954132231405
"139","Kevin King",11788,2019,6,3.25386408964793,3.37576795948123,0.1219038698333,4.43,2017,2.57,1.51,200,"CB",0.02215,52.8,139,4.4954132231405
"140","Kevin King",12506,2019,6,3.25386408964793,3.37576795948123,0.1219038698333,4.4954132231405,NA,2.63671171171171,1.58306306306306,NA,NA,NA,52.8,140,4.4954132231405
"141","Kevin King",15259,2019,6,3.25386408964793,3.37576795948123,0.1219038698333,4.4954132231405,NA,2.63671171171171,1.58306306306306,NA,NA,NA,52.8,141,4.4954132231405
"142","Kevin King",19038,2019,6,3.25386408964793,3.37576795948123,0.1219038698333,4.4954132231405,NA,2.63671171171171,1.58306306306306,NA,NA,NA,52.8,142,4.4954132231405
"143","Donte Jackson",49377,2020,10,2.69349702596664,2.81288832177856,0.119391295811919,4.32,2018,2.54,1.55,178,"CB",0.0242696629213483,52.7,143,4.4954132231405
"144","Byron Jones",2667,2019,26,3.04084935096594,3.1567444430146,0.115895092048658,4.4954132231405,NA,2.63671171171171,1.58306306306306,NA,NA,NA,52.5,144,4.4954132231405
"145","Byron Jones",9460,2019,26,3.04084935096594,3.1567444430146,0.115895092048658,4.49,2015,2.6,1.57,199,"CB",0.0225628140703518,52.5,145,4.4954132231405
"146","James Bradberry",10696,2018,15,2.99615766207377,3.11023301482416,0.114075352750389,4.5,2016,2.6,1.53,211,"CB",0.0213270142180095,52.4,146,4.4954132231405
